Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
2026,22939,22939,147052,75296,0.81,18589,112086,79653,0.16,3695,6970,3366,22939,152590,79384,22939,5441,1600,0.15,3369,127671,31471,0.14,3118,89040,11559,0.83,18929,59518,21040,28127,177249,46865
2027,5703,5703,269777,87915,0.63,3583,142295,85657,0.23,1330,11316,5570,5703,289087,94543,5703,18174,1651,0.12,659,329224,46145,0.11,615,254103,18970,0.8,4566,132095,29478,6240,828583,115743
2028,3304,3304,354308,88066,0.68,2241,133723,86778,0.22,712,12613,6218,3304,364637,94132,3304,9861,1610,0.11,368,178807,33860,0.1,337,109723,16333,0.82,2715,177456,27852,3702,555381,86093
2029,6790,6790,162055,75958,0.7,4764,115006,76284,0.21,1407,12103,5328,6790,174129,79888,6790,11733,1406,0.13,885,150276,39712,0.12,820,89022,15756,0.81,5512,69488,21697,7555,439440,81650
2030,9590,9590,239974,79934,0.64,6179,129789,69108,0.25,2355,12494,6181,9590,251272,85000,9590,10730,1190,0.13,1208,372874,43400,0.12,1110,289584,16620,0.8,7647,114269,26689,10242,618208,105279
2031,23035,23035,120485,74279,0.81,18772,104847,79508,0.18,4096,5431,2729,23035,125393,78522,23035,4846,1562,0.12,2677,138540,33060,0.11,2495,89362,12685,0.82,18857,45281,20077,26602,212366,67245
2032,9145,9145,77494,50428,0.79,7243,73327,56779,0.18,1690,6053,4446,9145,80442,52762,9145,2817,770,0.11,1023,84114,25500,0.1,936,52340,9698,0.72,6557,27934,13113,9946,149949,38044
2033,7548,7548,88130,57559,0.8,6053,81041,62228,0.17,1310,6259,3517,7548,91655,60000,7548,3389,984,0.11,837,113830,30774,0.1,751,69384,11599,0.75,5654,32332,15430,8302,177312,41480
2034,13832,13832,130664,77978,0.81,11249,107574,81716,0.2,2828,7951,3490,13832,135575,82008,13832,4814,1608,0.11,1554,127886,32941,0.1,1445,77037,11408,0.83,11429,50006,21313,16349,240338,64399
2035,22148,22148,99411,60836,0.78,17291,89413,68529,0.23,5020,6950,3718,22148,104925,64042,22148,5452,1152,0.12,2711,105937,30214,0.11,2467,72760,11780,0.77,17047,37221,16615,24746,190860,66878
2036,19897,19897,81442,58132,0.81,16150,80734,65106,0.2,3961,4471,2195,19897,84680,60973,19897,3191,1130,0.11,2116,122830,29890,0.1,1932,99153,12384,0.77,15295,27068,14449,22027,161890,62533
2037,10658,10658,98811,62419,0.81,8620,92163,69898,0.17,1814,3840,2398,10658,102696,66128,10658,3681,1152,0.12,1267,98068,27728,0.11,1166,51990,9622,0.77,8214,36762,17496,12420,223001,55115
2038,6159,6159,121333,78637,0.82,5068,108505,81720,0.21,1274,3403,1945,6159,126431,82094,6159,4797,1476,0.13,784,118517,33783,0.12,734,58769,11540,0.82,5043,45370,22576,7241,254102,103884
2039,5796,5796,130784,87621,0.8,4634,121446,95354,0.23,1307,2550,856,5796,135576,91588,5796,4708,1726,0.11,641,127822,33681,0.1,593,74520,12598,0.82,4763,49934,27034,6792,267743,122995
2040,14163,14163,110287,78986,0.84,11908,105637,84865,0.2,2779,2407,834,14163,114215,82466,14163,3867,1522,0.11,1617,111763,33985,0.11,1519,65948,11337,0.83,11685,38721,22271,16412,201167,105587
2041,10322,10322,162760,87400,0.75,7757,134880,92437,0.23,2395,4226,1967,10322,170665,92308,10322,7424,1666,0.11,1143,202196,38000,0.11,1095,132998,12829,0.8,8291,69390,28641,12234,402525,142638
2042,12923,12923,94610,68874,0.87,11274,88367,72316,0.15,1912,4027,1948,12923,97877,71863,12923,3215,1288,0.12,1533,66104,23253,0.11,1401,31798,8989,0.83,10709,30776,17310,15466,157187,57281
2043,7096,7096,106268,88982,0.9,6394,103899,92323,0.17,1174,1735,628,7096,109846,92032,7096,3501,1670,0.11,783,75540,22560,0.1,720,45368,7532,0.88,6246,33225,23049,7999,151038,72556
2044,5418,5418,86772,71567,0.88,4773,87947,76739,0.17,912,2206,634,5418,89824,74476,5418,3010,1414,0.11,587,66375,27097,0.1,540,39241,9536,0.84,4574,25653,17559,6361,135857,72418
2045,4091,4091,122034,65957,0.75,3079,105402,71773,0.28,1146,7292,4332,4091,127325,70068,4091,5272,1147,0.11,431,154313,42268,0.1,396,91480,16040,0.76,3110,51027,20670,4429,308393,130314
2046,16723,16723,106430,70935,0.79,13136,97254,77500,0.26,4372,5445,2732,16723,110463,74039,16723,3882,1300,0.1,1699,121015,30400,0.09,1570,80061,13031,0.79,13189,39538,19756,18710,241134,106296
2047,7729,7729,120152,76386,0.76,5891,107057,81731,0.26,1989,5248,3014,7729,125057,80041,7729,4722,1466,0.1,809,162893,41370,0.1,783,103333,14490,0.79,6138,46804,22479,8645,339446,119056
2048,5045,5045,101915,71401,0.85,4293,94166,75761,0.18,909,4206,2096,5045,105486,74461,5045,3549,1336,0.12,619,254389,25353,0.11,568,230344,9912,0.82,4140,34896,18880,5928,186074,78497
2049,8078,8078,93245,68681,0.86,6957,89027,73522,0.15,1199,2976,1750,8078,96383,71324,8078,3127,1304,0.12,936,72664,24208,0.11,850,35169,8428,0.82,6632,30449,17195,9298,157334,67130
2050,5798,5798,94603,74214,0.88,5089,90848,79074,0.16,903,1801,768,5798,98167,77120,5798,3403,1415,0.11,634,105749,25159,0.1,575,66575,10094,0.82,4729,31280,19435,6814,158894,58886
2052,140,140,20892,9716,0.86,120,19132,10154,0.06,9,7430,6116,140,22001,9841,140,1109,0,0.06,8,138882,3566,0.02,3,280410,1781,0.22,31,14003,5847,144,45765,1909
